idx,return,steps,failure
575,7.0,14,False
576,11.0,10,False
577,-13.0,16,True
578,7.0,14,False
579,11.0,10,False
580,-4.0,16,True
581,-3.0,15,True
582,12.0,9,False
583,-5.0,17,True
584,-10.0,13,True
585,11.0,10,False
586,8.0,13,False
587,-11.0,14,True
588,7.0,14,False
589,-22.0,16,True
590,-11.0,14,True
591,11.0,10,False
592,8.0,13,False
593,8.0,13,False
594,-23.0,17,True
595,-14.0,17,True
596,0.0,12,True
597,-2.0,14,True
598,7.0,14,False
599,13.0,8,False
600,-7.0,10,True
601,11.0,10,False
602,9.0,12,False
603,5.0,16,False
604,13.0,8,False
605,6.0,15,False
606,7.0,14,False
607,-25.0,19,True
608,6.0,15,False
609,12.0,9,False
610,5.0,16,False
611,6.0,15,False
612,-1.0,13,True
613,12.0,9,False
614,12.0,9,False
615,-1.0,13,True
616,6.0,15,False
617,-47.0,23,True
618,11.0,10,False
619,-27.0,21,True
620,-14.0,17,True
621,-5.0,17,True
622,-27.0,21,True
623,-44.0,20,True
624,-3.0,15,True
625,1.0,11,True
626,-1.0,13,True
627,-16.0,19,True
628,12.0,9,False
629,9.0,12,False
630,-15.0,18,True
631,-36.0,21,True
632,11.0,10,False
633,6.0,15,False
634,-30.0,15,True
635,-12.0,15,True
636,10.0,11,False
637,-22.0,16,True
638,-2.0,14,True
639,-15.0,18,True
640,9.0,12,False
641,-1.0,13,True
642,-3.0,15,True
643,10.0,11,False
644,6.0,15,False
645,14.0,7,False
646,-5.0,17,True
647,2.0,10,True
648,11.0,10,False
649,-23.0,17,True
650,-2.0,14,True
651,-13.0,16,True
652,13.0,8,False
653,11.0,10,False
654,6.0,15,False
655,-3.0,15,True
656,-13.0,16,True
657,9.0,12,False
658,7.0,14,False
659,-22.0,16,True
660,5.0,16,False
661,7.0,14,False
662,11.0,10,False
663,-36.0,21,True
664,-1.0,13,True
665,-24.0,18,True
666,11.0,10,False
667,-53.0,20,True
668,1.0,11,True
669,6.0,15,False
670,-4.0,16,True
671,-11.0,14,True
672,-2.0,14,True
673,8.0,13,False
674,4.0,17,False
675,-14.0,17,True
676,5.0,16,False
677,11.0,10,False
678,5.0,16,False
679,8.0,13,False
680,11.0,10,False
681,-26.0,20,True
682,12.0,9,False
683,8.0,13,False
684,-3.0,15,True
685,9.0,12,False
686,-10.0,13,True
687,7.0,14,False
688,-2.0,14,True
689,8.0,13,False
690,-23.0,17,True
691,11.0,10,False
692,6.0,15,False
693,6.0,15,False
694,0.0,12,True
695,8.0,13,False
696,-9.0,12,True
697,0.0,12,True
698,11.0,10,False
699,-27.0,12,True
700,-55.0,22,True
701,-14.0,17,True
702,8.0,13,False
703,7.0,14,False
704,10.0,11,False
705,14.0,7,False
706,8.0,13,False
707,-3.0,15,True
708,-2.0,14,True
709,-3.0,15,True
710,-2.0,14,True
711,-4.0,16,True
712,-42.0,18,True
713,8.0,13,False
714,-13.0,16,True
715,13.0,8,False
716,9.0,12,False
717,15.0,6,False
718,-3.0,15,True
719,-1.0,13,True
720,-51.0,18,True
721,11.0,10,False
722,-25.0,19,True
723,-54.0,21,True
724,-15.0,18,True
725,8.0,13,False
726,5.0,16,False
727,-45.0,21,True
728,-53.0,20,True
729,-4.0,16,True
730,-1.0,13,True
731,9.0,12,False
732,-14.0,17,True
733,7.0,14,False
734,10.0,11,False
735,-17.0,11,True
736,0.0,12,True
737,0.0,12,True
738,-9.0,12,True
739,9.0,12,False
740,-21.0,15,True
741,-6.0,18,True
742,-24.0,18,True
743,7.0,14,False
744,10.0,11,False
745,-39.0,15,True
746,-47.0,23,True
747,-1.0,13,True
748,-4.0,16,True
749,-33.0,18,True
750,0.0,12,True
751,1.0,11,True
752,11.0,10,False
753,-3.0,15,True
754,12.0,9,False
755,-23.0,17,True
756,-3.0,15,True
757,0.0,12,True
758,6.0,15,False
759,7.0,14,False
760,6.0,15,False
761,-3.0,15,True
762,-11.0,14,True
763,-16.0,19,True
764,-16.0,19,True
765,-16.0,19,True
766,0.0,12,True
767,-11.0,14,True
768,8.0,13,False
769,-47.0,23,True
770,-26.0,20,True
771,-13.0,16,True
772,-11.0,14,True
773,6.0,15,False
774,-23.0,17,True
