idx,state,steps,failure,mutant
706,132,13,False,eps_0.30
707,132,16,False,plan_0
708,386,12,False,gamma_0.70
709,386,12,False,alpha_0.40
710,386,16,False,eps_0.30
711,386,15,False,plan_0
712,253,14,False,gamma_0.70
713,253,11,False,alpha_0.40
714,253,16,False,eps_0.30
715,253,11,False,plan_0
716,171,8,False,gamma_0.70
717,171,11,False,alpha_0.40
718,171,11,False,eps_0.30
719,171,10,False,plan_0
720,353,12,False,gamma_0.70
721,353,12,False,alpha_0.40
722,353,11,False,eps_0.30
723,353,11,False,plan_0
724,6,18,False,gamma_0.70
725,6,13,False,alpha_0.40
726,6,7,False,eps_0.30
727,6,7,False,plan_0
728,266,14,False,gamma_0.70
729,266,14,False,alpha_0.40
730,266,12,False,eps_0.30
731,266,11,False,plan_0
732,454,13,False,gamma_0.70
733,454,15,False,alpha_0.40
734,454,11,False,eps_0.30
735,454,13,False,plan_0
736,72,11,False,gamma_0.70
737,72,12,False,alpha_0.40
738,72,7,False,eps_0.30
739,72,10,False,plan_0
740,41,12,False,gamma_0.70
741,41,14,False,alpha_0.40
742,41,11,False,eps_0.30
743,41,9,False,plan_0
744,463,12,False,gamma_0.70
745,463,8,False,alpha_0.40
746,463,11,False,eps_0.30
747,463,12,False,plan_0
748,442,14,False,gamma_0.70
749,442,12,False,alpha_0.40
750,442,12,False,eps_0.30
751,442,14,False,plan_0
752,191,13,False,gamma_0.70
753,191,13,False,alpha_0.40
754,191,9,False,eps_0.30
755,191,17,False,plan_0
756,149,13,False,gamma_0.70
757,149,12,False,alpha_0.40
758,149,14,False,eps_0.30
759,149,13,False,plan_0
760,286,11,False,gamma_0.70
761,286,13,False,alpha_0.40
762,286,17,False,eps_0.30
763,286,6,False,plan_0
764,273,16,False,gamma_0.70
765,273,15,False,alpha_0.40
766,273,10,False,eps_0.30
767,273,15,False,plan_0
768,8,12,False,gamma_0.70
769,8,17,False,alpha_0.40
770,8,17,False,eps_0.30
771,8,14,False,plan_0
772,209,12,False,gamma_0.70
773,209,13,False,alpha_0.40
774,209,14,False,eps_0.30
775,209,16,False,plan_0
776,274,16,False,gamma_0.70
777,274,12,False,alpha_0.40
778,274,16,False,eps_0.30
779,274,13,False,plan_0
780,329,14,False,gamma_0.70
781,329,15,False,alpha_0.40
782,329,13,False,eps_0.30
783,329,15,False,plan_0
784,241,10,False,gamma_0.70
785,241,11,False,alpha_0.40
786,241,15,False,eps_0.30
787,241,12,False,plan_0
788,342,16,False,gamma_0.70
789,342,12,False,alpha_0.40
790,342,14,False,eps_0.30
791,342,11,False,plan_0
792,189,15,False,gamma_0.70
793,189,11,False,alpha_0.40
794,189,10,False,eps_0.30
795,189,12,False,plan_0
796,66,12,False,gamma_0.70
797,66,11,False,alpha_0.40
798,66,10,False,eps_0.30
799,66,16,False,plan_0
800,23,11,False,gamma_0.70
801,23,14,False,alpha_0.40
802,23,14,False,eps_0.30
803,23,10,False,plan_0
804,227,13,False,gamma_0.70
805,227,17,False,alpha_0.40
806,227,18,False,eps_0.30
807,227,14,False,plan_0
808,31,16,False,gamma_0.70
809,31,9,False,alpha_0.40
810,31,9,False,eps_0.30
811,31,7,False,plan_0
812,214,7,False,gamma_0.70
813,214,14,False,alpha_0.40
814,214,14,False,eps_0.30
815,214,14,False,plan_0
816,169,7,False,gamma_0.70
817,169,11,False,alpha_0.40
818,169,12,False,eps_0.30
819,169,120,True,plan_0
820,11,9,False,gamma_0.70
821,11,12,False,alpha_0.40
822,11,14,False,eps_0.30
823,11,11,False,plan_0
824,246,11,False,gamma_0.70
825,246,12,False,alpha_0.40
826,246,11,False,eps_0.30
827,246,15,False,plan_0
828,172,14,False,gamma_0.70
829,172,8,False,alpha_0.40
830,172,15,False,eps_0.30
831,172,10,False,plan_0
832,208,9,False,gamma_0.70
833,208,16,False,alpha_0.40
834,208,17,False,eps_0.30
835,208,13,False,plan_0
836,308,6,False,gamma_0.70
837,308,14,False,alpha_0.40
838,308,14,False,eps_0.30
839,308,11,False,plan_0
840,289,16,False,gamma_0.70
841,289,14,False,alpha_0.40
842,289,16,False,eps_0.30
843,289,15,False,plan_0
844,248,15,False,gamma_0.70
845,248,13,False,alpha_0.40
846,248,15,False,eps_0.30
847,248,16,False,plan_0
848,62,16,False,gamma_0.70
849,62,12,False,alpha_0.40
850,62,14,False,eps_0.30
851,62,13,False,plan_0
852,467,15,False,gamma_0.70
853,467,15,False,alpha_0.40
854,467,9,False,eps_0.30
855,467,13,False,plan_0
856,453,16,False,gamma_0.70
857,453,13,False,alpha_0.40
858,453,13,False,eps_0.30
859,453,16,False,plan_0
860,271,14,False,gamma_0.70
861,271,17,False,alpha_0.40
862,271,12,False,eps_0.30
863,271,13,False,plan_0
864,326,13,False,gamma_0.70
865,326,15,False,alpha_0.40
866,326,13,False,eps_0.30
867,326,9,False,plan_0
868,461,14,False,gamma_0.70
869,461,14,False,alpha_0.40
870,461,11,False,eps_0.30
