idx,state,steps,failure
1100,182,10,False
1101,91,12,False
1102,149,13,False
1103,313,13,False
1104,306,13,False
1105,134,16,False
1106,484,13,False
1107,91,13,False
1108,73,16,False
1109,444,11,False
1110,66,13,False
1111,26,14,False
1112,123,14,False
1113,382,15,False
1114,488,14,False
1115,282,18,False
1116,488,8,False
1117,174,16,False
1118,68,13,False
1119,323,15,False
1120,346,14,False
1121,443,15,False
1122,464,12,False
1123,34,15,False
1124,307,13,False
1125,74,11,False
1126,14,15,False
1127,94,17,False
1128,34,17,False
1129,51,16,False
1130,91,13,False
1131,404,14,False
1132,333,11,False
1133,71,12,False
1134,68,9,False
1135,64,13,False
1136,11,16,False
1137,489,10,False
1138,313,15,False
1139,83,13,False
1140,188,11,False
1141,91,12,False
1142,442,18,False
1143,68,11,False
1144,13,16,False
1145,7,14,False
1146,481,13,False
1147,142,7,False
1148,382,13,False
1149,31,16,False
1150,482,14,False
1151,191,14,False
1152,62,14,False
1153,54,10,False
1154,94,16,False
1155,428,15,False
1156,113,18,False
1157,49,12,False
1158,388,16,False
1159,153,16,False
1160,82,13,False
1161,463,12,False
1162,309,17,False
1163,461,12,False
1164,461,18,False
1165,421,18,False
1166,51,14,False
1167,82,15,False
1168,88,17,False
1169,34,10,False
1170,488,8,False
1171,291,13,False
1172,74,11,False
1173,69,15,False
1174,27,12,False
1175,113,10,False
1176,171,16,False
1177,404,15,False
1178,168,13,False
1179,304,14,False
1180,444,13,False
1181,154,17,False
1182,7,10,False
1183,134,12,False
1184,481,17,False
1185,303,14,False
1186,288,12,False
1187,429,15,False
1188,333,16,False
1189,34,16,False
1190,313,16,False
1191,301,16,False
1192,201,10,False
1193,444,17,False
1194,34,14,False
1195,262,14,False
1196,307,14,False
1197,123,14,False
1198,483,13,False
1199,213,13,False
1200,361,15,False
1201,134,12,False
1202,14,14,False
1203,9,9,False
1204,162,17,False
1205,191,13,False
1206,113,11,False
1207,424,7,False
1208,384,9,False
1209,461,13,False
1210,172,15,False
1211,54,16,False
1212,63,14,False
1213,282,12,False
1214,188,14,False
1215,113,14,False
1216,442,10,False
1217,14,14,False
1218,404,13,False
1219,307,14,False
1220,134,11,False
1221,307,9,False
1222,27,15,False
1223,481,16,False
1224,469,16,False
1225,242,14,False
1226,381,13,False
1227,464,17,False
1228,382,13,False
1229,388,12,False
1230,91,14,False
1231,131,11,False
1232,483,16,False
1233,244,15,False
1234,14,13,False
1235,349,9,False
1236,191,8,False
1237,113,15,False
1238,464,12,False
1239,301,14,False
1240,188,14,False
1241,31,11,False
1242,344,11,False
1243,484,13,False
1244,91,11,False
1245,313,13,False
1246,467,13,False
1247,401,18,False
1248,103,14,False
1249,26,13,False
1250,441,16,False
1251,427,10,False
1252,213,11,False
1253,74,12,False
1254,66,8,False
1255,368,11,False
1256,191,8,False
1257,401,11,False
1258,368,16,False
1259,401,9,False
1260,51,11,False
1261,333,13,False
1262,63,18,False
1263,441,7,False
1264,211,14,False
1265,441,16,False
1266,48,10,False
1267,486,13,False
1268,421,11,False
1269,11,13,False
1270,413,17,False
1271,341,13,False
1272,213,12,False
1273,424,17,False
1274,88,10,False
1275,71,10,False
1276,382,15,False
1277,113,18,False
1278,424,13,False
1279,223,12,False
1280,344,6,False
1281,91,16,False
1282,13,11,False
1283,91,15,False
1284,488,10,False
1285,344,10,False
1286,441,13,False
1287,421,15,False
1288,72,14,False
1289,344,12,False
1290,14,17,False
1291,381,16,False
1292,313,13,False
1293,382,17,False
1294,421,12,False
1295,429,13,False
1296,381,13,False
1297,11,15,False
1298,26,11,False
1299,288,15,False
1300,188,17,False
1301,54,12,False
1302,412,9,False
1303,366,10,False
1304,107,17,False
1305,368,10,False
1306,166,17,False
1307,288,17,False
1308,54,11,False
1309,421,15,False
1310,441,17,False
1311,191,14,False
1312,166,16,False
1313,463,11,False
1314,474,11,False
1315,464,9,False
1316,182,14,False
1317,13,15,False
1318,243,12,False
1319,424,10,False
1320,268,7,False
1321,282,12,False
1322,304,13,False
1323,364,16,False
1324,388,16,False
1325,282,17,False
1326,49,11,False
1327,307,17,False
1328,71,15,False
1329,424,14,False
1330,388,13,False
1331,282,15,False
1332,248,9,False
1333,444,15,False
1334,162,9,False
1335,444,7,False
1336,188,16,False
1337,344,11,False
1338,383,14,False
1339,342,8,False
1340,203,15,False
1341,154,12,False
1342,253,16,False
1343,424,16,False
1344,249,11,False
1345,349,17,False
1346,469,7,False
1347,421,15,False
1348,424,10,False
1349,304,8,False
1350,188,15,False
1351,34,7,False
1352,268,11,False
1353,282,12,False
1354,464,10,False
1355,11,9,False
1356,444,12,False
1357,31,17,False
1358,421,13,False
1359,182,16,False
1360,42,16,False
1361,327,17,False
1362,123,17,False
1363,31,11,False
1364,83,14,False
1365,271,12,False
1366,307,13,False
1367,382,13,False
1368,94,13,False
1369,111,16,False
1370,11,16,False
1371,188,13,False
1372,427,12,False
1373,424,16,False
1374,73,14,False
1375,282,17,False
1376,388,13,False
1377,421,16,False
1378,182,13,False
1379,382,8,False
1380,246,13,False
1381,248,13,False
1382,194,13,False
1383,382,10,False
1384,306,13,False
1385,341,11,False
1386,404,13,False
1387,188,11,False
1388,413,14,False
1389,74,14,False
1390,444,16,False
1391,207,17,False
1392,91,9,False
1393,51,15,False
1394,114,16,False
1395,393,12,False
1396,442,15,False
1397,424,17,False
1398,354,16,False
1399,94,16,False
1400,54,9,False
1401,294,14,False
1402,282,7,False
1403,424,15,False
1404,462,13,False
1405,441,12,False
1406,127,10,False
1407,349,10,False
1408,307,13,False
1409,127,13,False
1410,401,13,False
1411,388,9,False
1412,113,11,False
1413,151,15,False
1414,91,15,False
1415,91,15,False
1416,441,12,False
1417,128,11,False
1418,311,14,False
1419,468,15,False
1420,444,13,False
1421,382,14,False
1422,29,17,False
1423,192,9,False
1424,189,16,False
1425,421,12,False
1426,94,8,False
1427,413,13,False
1428,382,13,False
1429,368,11,False
1430,349,10,False
1431,113,15,False
1432,74,8,False
1433,174,8,False
1434,131,16,False
1435,423,17,False
1436,424,9,False
1437,341,10,False
1438,468,14,False
1439,86,11,False
1440,481,17,False
1441,321,13,False
1442,94,14,False
1443,424,11,False
1444,313,11,False
1445,281,12,False
1446,262,10,False
1447,282,14,False
1448,127,14,False
1449,14,13,False
1450,282,13,False
1451,54,14,False
1452,227,13,False
1453,104,15,False
1454,114,10,False
1455,244,11,False
1456,149,10,False
1457,304,12,False
1458,383,12,False
1459,91,15,False
1460,294,15,False
1461,9,12,False
1462,481,13,False
1463,368,14,False
1464,71,8,False
1465,213,16,False
1466,421,13,False
1467,427,14,False
1468,188,16,False
1469,94,12,False
1470,313,13,False
1471,441,14,False
1472,384,13,False
1473,113,13,False
1474,469,10,False
1475,129,16,False
1476,488,14,False
1477,14,15,False
1478,106,11,False
1479,484,14,False
1480,171,17,False
1481,53,13,False
1482,188,14,False
1483,292,11,False
1484,273,13,False
1485,107,14,False
1486,291,10,False
1487,388,13,False
1488,444,13,False
1489,313,14,False
1490,444,13,False
1491,407,13,False
1492,288,15,False
1493,54,14,False
1494,194,13,False
1495,46,13,False
1496,246,11,False
1497,274,6,False
1498,31,12,False
1499,62,12,False
